word,level,pos_x,headword_x,pos_y,CEFR_x,CoreInventory 1,CoreInventory 2,Threshold,headword_y,pos,CEFR_y,notes,ID,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,FREQ*DISP,Core Inventory,EGP,GSELO,Notes,AfterDot,Shorthand Split,Shorthand Clean
fame,B2,noun,fame,noun,B2,,,,,,,,,,,,,,,,,,,,
fantasy,B2,noun,fantasy,noun,B1,Books and literature,,"Free time, entertainment",,,,,,,,,,,,,,,,,
fare,B2,noun,fare,noun,A2,Travel and services vocab,,Travel,,,,,,,,,,,,,,,,,
federal,B2,adjective,federal,adjective,B2,,,,,,,,,,,,,,,,,,,,
fever,B2,noun,fever,noun,A1,Travel and services vocab,,Health and body care,,,,,,,,,,,,,,,,,
firefighter,B2,noun,firefighter,noun,B1,Work and Jobs,,,,,,,,,,,,,,,,,,,
firework,B2,noun,firework,noun,B1,Hobbies and pastimes,,,,,,,,,,,,,,,,,,,
firm,B2,adjective,firm,adjective,B1,,,,firm,verb,C1,,,,,,,,,,,,,,
firm,B2,adjective,firm,noun,B1,Film,,"Free time, entertainment",firm,verb,C1,,,,,,,,,,,,,,
firmly,B2,adverb,firmly,adverb,B1,,,,,,,,,,,,,,,,,,,,
flavour,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
fond,B2,adjective,fond,adjective,B1,,,,,,,,,,,,,,,,,,,,
fool,B2,noun,fool,noun,A2,,,,,,,,,,,,,,,,,,,,
fool,B2,noun,fool,verb,B1,,,,,,,,,,,,,,,,,,,,
forbid,B2,verb,forbid,verb,A2,,,,,,,,,,,,,,,,,,,,
forecast,B2,"noun, verb",forecast,noun,B1,,,,,,,,,,,,,,,,,,,,
format,B2,noun,format,noun,B1,,,,,,,,,,,,,,,,,,,,
format,B2,noun,format,verb,B1,,,,,,,,,,,,,,,,,,,,
formation,B2,noun,formation,noun,B2,,,,,,,,,,,,,,,,,,,,
formerly,B2,adverb,formerly,adverb,B2,,,,,,,,,,,,,,,,,,,,
fortunate,B2,adjective,fortunate,adjective,B1,,,,,,,,,,,,,,,,,,,,
forum,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
fossil,B2,noun,,,,,,,fossil,noun,C1,,,,,,,,,,,,,,
foundation,B2,noun,foundation,noun,B1,,,,,,,,,,,,,,,,,,,,
founder,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
fraction,B2,noun,,,,,,,fraction,noun,C1,,,,,,,,,,,,,,
fragment,B2,noun,fragment,noun,B1,,,,,,,,,,,,,,,,,,,,
framework,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
fraud,B2,noun,fraud,noun,B2,,,,,,,,,,,,,,,,,,,,
freely,B2,adverb,freely,adverb,B1,,,,,,,,,,,,,,,,,,,,
frequent,B2,adjective,frequent,adjective,B1,,,,,,,,,,,,,,,,,,,,
fulfil,B2,verb,,,,,,,,,,,,,,,,,,,,,,,
fulltime,B2,"adjective, adverb",fulltime,adjective,B1,,,,,,,,,,,,,,,,,,,,
fulltime,B2,"adjective, adverb",fulltime,adverb,B1,,,,,,,,,,,,,,,,,,,,
fundamentally,B2,adverb,,,,,,,,,,,,,,,,,,,,,,,
furious,B2,adjective,furious,adjective,B2,,,,,,,,,,,,,,,,,,,,
gaming,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
gay,B2,adjective,gay,adjective,B1,,,,,,,,,,,,,,,,,,,,
gender,B2,noun,gender,noun,A2,Education,,Personal identification,,,,,,,,,,,,,,,,,
gene,B2,noun,gene,noun,B1,Education,,,,,,,,,,,,,,,,,,,
genetic,B2,adjective,genetic,adjective,B1,,,,,,,,,,,,,,,,,,,,
genius,B2,noun,genius,noun,B2,,,,,,,,,,,,,,,,,,,,
genuine,B2,adjective,genuine,adjective,B2,,,,,,,,,,,,,,,,,,,,
genuinely,B2,adverb,genuinely,adverb,B2,,,,,,,,,,,,,,,,,,,,
gesture,B2,noun,gesture,noun,B1,,,,,,,,,,,,,,,,,,,,
gig,B2,noun,,,,,,,gig,noun,C1,,,,,,,,,,,,,,
globalization,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
globe,B2,noun,globe,noun,A2,,,,,,,,,,,,,,,,,,,,
golden,B2,adjective,golden,adjective,A2,,,,,,,,,,,,,,,,,,,,
goodness,B2,noun,goodness,interjection,B1,,,,,,,,,,,,,,,,,,,,
gorgeous,B2,adjective,gorgeous,adjective,B1,,,,,,,,,,,,,,,,,,,,
governor,B2,noun,governor,noun,B1,"Things in the town, shops and shopping",,Personal identification,,,,,,,,,,,,,,,,,
graphic,B2,adjective,graphic,adjective,B1,,,,,,,,,,,,,,,,,,,,
graphics,B2,noun,graphics,noun,B1,,,,,,,,,,,,,,,,,,,,
greatly,B2,adverb,greatly,adverb,A2,,,,,,,,,,,,,,,,,,,,
greenhouse,B2,noun,greenhouse,noun,B1,"Things in the town, shops and shopping",,"House and home, environment",,,,,,,,,,,,,,,,,
grocery,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
guideline,B2,noun,guideline,noun,B2,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
habitat,B2,noun,habitat,noun,B1,Education,,,,,,,,,,,,,,,,,,,
harbour,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
headquarters,B2,noun,headquarters,noun,B2,"Things in the town, shops and shopping",,Services,,,,,,,,,,,,,,,,,
heal,B2,verb,heal,verb,B1,,,,,,,,,,,,,,,,,,,,
healthcare,B2,noun,healthcare,noun,B2,,,,,,,,,,,,,,,,,,,,
helmet,B2,noun,helmet,noun,B1,Clothes,,Shopping,,,,,,,,,,,,,,,,,
hence,B2,adverb,,,,,,,hence,adverb,C1,,,,,,,,,,,,,,
herb,B2,noun,herb,noun,B2,"Things in the town, shops and shopping",,,,,,,,,,,,,,,,,,,
hidden,B2,adjective,hidden,adjective,B1,,,,,,,,,,,,,,,,,,,,
highway,B2,noun,highway,noun,A2,"Things in the town, shops and shopping",,Travel,,,,,,,,,,,,,,,,,
hilarious,B2,adjective,hilarious,adjective,B2,,,,,,,,,,,,,,,,,,,,
hip,B2,noun,hip,noun,B1,,,Health and body care,,,,,,,,,,,,,,,,,
historian,B2,noun,historian,noun,B1,Education,,Education,,,,,,,,,,,,,,,,,
homeless,B2,adjective,homeless,adjective,B1,,,,,,,,,,,,,,,,,,,,
honesty,B2,noun,honesty,noun,B1,,,,,,,,,,,,,,,,,,,,
hook,B2,noun,hook,noun,B2,,,,,,,,,,,,,,,,,,,,
hook,B2,noun,hook,verb,B2,,,,,,,,,,,,,,,,,,,,
hopefully,B2,adverb,hopefully,adverb,B1,,,,,,,,,,,,,,,,,,,,
hunger,B2,noun,hunger,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
hypothesis,B2,noun,,,,,,,hypothesis,noun,C2,,,,,,,,,,,,,,
icon,B2,noun,icon,noun,B2,,,,,,,,,,,,,,,,,,,,
id,B2,noun,id,noun,A2,,,,,,,,,,,,,,,,,,,,
identical,B2,adjective,identical,adjective,B2,,,,,,,,,,,,,,,,,,,,
illusion,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
immigration,B2,noun,immigration,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
immune,B2,adjective,,,,,,,,,,,,,,,,,,,,,,,
implement,B2,verb,implement,noun,B2,Objects and rooms,,,,,,,,,,,,,,,,,,,
implement,B2,verb,implement,verb,B2,,,,,,,,,,,,,,,,,,,,
implication,B2,noun,implication,noun,B2,,,,,,,,,,,,,,,,,,,,
incentive,B2,noun,incentive,noun,B2,,,,,,,,,,,,,,,,,,,,
incorporate,B2,verb,,,,,,,,,,,,,,,,,,,,,,,
incorrect,B2,adjective,incorrect,adjective,B1,,,,,,,,,,,,,,,,,,,,
independence,B2,noun,independence,noun,A2,,,,,,,,,,,,,,,,,,,,
index,B2,noun,index,noun,B2,,,,,,,,,,,,,,,,,,,,
indication,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
inevitable,B2,adjective,inevitable,adjective,B1,,,,,,,,,,,,,,,,,,,,
inevitably,B2,adverb,,,,,,,,,,,,,,,,,,,,,,,
infer,B2,verb,infer,verb,B2,,,,,,,,,,,,,,,,,,,,
inflation,B2,noun,inflation,noun,B2,Work and Jobs,,,,,,,,,,,,,,,,,,,
info,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
infrastructure,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
inhabitant,B2,noun,inhabitant,noun,B1,"Things in the town, shops and shopping",,Personal identification,,,,,,,,,,,,,,,,,
inherit,B2,verb,inherit,verb,B2,,,,,,,,,,,,,,,,,,,,
ink,B2,noun,ink,noun,B1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
innovation,B2,noun,innovation,noun,B2,,,,innovation,noun,C1,,,,,,,,,,,,,,
innovative,B2,adjective,innovative,adjective,B2,,,,innovative,adjective,C1,,,,,,,,,,,,,,
input,B2,noun,input,noun,B2,,,,,,,,,,,,,,,,,,,,
insert,B2,verb,,,,,,,,,,,,,,,,,,,,,,,
inspector,B2,noun,inspector,noun,B2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
installation,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
instant,B2,adjective,instant,adjective,A2,,,,,,,,,,,,,,,,,,,,
instantly,B2,adverb,instantly,adverb,B2,,,,,,,,,,,,,,,,,,,,
integrate,B2,verb,integrate,verb,B2,,,,,,,,,,,,,,,,,,,,
intellectual,B2,adjective,intellectual,adjective,B2,,,,,,,,,,,,,,,,,,,,
intellectual,B2,adjective,intellectual,noun,B2,,,,,,,,,,,,,,,,,,,,
interact,B2,verb,interact,verb,B1,,,,,,,,,,,,,,,,,,,,
interaction,B2,noun,interaction,noun,B1,,,,,,,,,,,,,,,,,,,,
interpretation,B2,noun,interpretation,noun,B2,,,,,,,,,,,,,,,,,,,,
interval,B2,noun,interval,noun,B1,,,,,,,,,,,,,,,,,,,,
invade,B2,verb,invade,verb,A2,,,,,,,,,,,,,,,,,,,,
invasion,B2,noun,invasion,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
investor,B2,noun,investor,noun,B2,,,Personal identification,,,,,,,,,,,,,,,,,
isolate,B2,verb,,,,,,,isolate,verb,C1,,,,,,,,,,,,,,
isolated,B2,adjective,,,,,,,isolated,adjective,C1,,,,,,,,,,,,,,
jail,B2,"noun, verb",,,,,,,,,,,,,,,,,,,,,,,
jet,B2,noun,jet,noun,A1,Ways of travelling,,Travel,,,,,,,,,,,,,,,,,
joint,B2,"adjective, noun",joint,adjective,B1,,,,,,,,,,,,,,,,,,,,
joint,B2,"adjective, noun",joint,noun,B2,,,,,,,,,,,,,,,,,,,,
journalism,B2,noun,journalism,noun,B2,,,,,,,,,,,,,,,,,,,,
jury,B2,noun,jury,noun,B2,,,Personal identification,,,,,,,,,,,,,,,,,
kit,B2,noun,kit,noun,A2,,,,,,,,,,,,,,,,,,,,
ladder,B2,noun,ladder,noun,B1,,,,,,,,,,,,,,,,,,,,
landing,B2,noun,landing,noun,B2,,,,,,,,,,,,,,,,,,,,
lane,B2,noun,lane,noun,A2,"Things in the town, shops and shopping",,Travel,,,,,,,,,,,,,,,,,
lately,B2,adverb,lately,adverb,B1,,,,,,,,,,,,,,,,,,,,
leaflet,B2,noun,leaflet,noun,B2,,,,,,,,,,,,,,,,,,,,
legend,B2,noun,legend,noun,B2,Books and literature,,,,,,,,,,,,,,,,,,,
lens,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
lifetime,B2,noun,lifetime,noun,B2,,,,,,,,,,,,,,,,,,,,
lighting,B2,noun,lighting,noun,B2,,,,,,,,,,,,,,,,,,,,
likewise,B2,adverb,likewise,adverb,B2,,,,,,,,,,,,,,,,,,,,
limitation,B2,noun,limitation,noun,B1,,,,,,,,,,,,,,,,,,,,
literally,B2,adverb,literally,adverb,B2,,,,,,,,,,,,,,,,,,,,
literary,B2,adjective,literary,adjective,B1,,,,,,,,,,,,,,,,,,,,
litre,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
litter,B2,noun,litter,noun,B2,,,,,,,,,,,,,,,,,,,,
logo,B2,noun,logo,noun,B1,,,,,,,,,,,,,,,,,,,,
lottery,B2,noun,lottery,noun,B1,,,,,,,,,,,,,,,,,,,,
loyal,B2,adjective,loyal,adjective,B1,,,,,,,,,,,,,,,,,,,,
lyric,B2,noun,lyric,adjective,A2,,,,,,,,,,,,,,,,,,,,
magnificent,B2,adjective,magnificent,adjective,B1,,,,,,,,,,,,,,,,,,,,
makeup,B2,noun,makeup,noun,A2,,,,,,,,,,,,,,,,,,,,
making,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
manufacture,B2,verb,manufacture,noun,B2,Work and Jobs,,,,,,,,,,,,,,,,,,,
manufacture,B2,verb,manufacture,verb,B2,,,,,,,,,,,,,,,,,,,,
manufacturing,B2,noun,manufacturing,noun,B2,,,,,,,,,,,,,,,,,,,,
marathon,B2,noun,marathon,noun,B2,,,,,,,,,,,,,,,,,,,,
margin,B2,noun,margin,noun,B2,,,,,,,,,,,,,,,,,,,,
marker,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
martial,B2,adjective,,,,,,,,,,,,,,,,,,,,,,,
mate,B2,"noun, verb",mate,noun,B2,Personal information,,Relations with other people,,,,,,,,,,,,,,,,,
mayor,B2,noun,mayor,noun,B1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
mechanic,B2,noun,mechanic,noun,B1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
mechanical,B2,adjective,mechanical,adjective,B1,,,,,,,,,,,,,,,,,,,,
mechanism,B2,noun,,,,,,,mechanism,noun,C1,,,,,,,,,,,,,,
medal,B2,noun,medal,noun,A2,,,,,,,,,,,,,,,,,,,,
medication,B2,noun,medication,noun,B2,,,,,,,,,,,,,,,,,,,,
membership,B2,noun,membership,noun,B1,,,Relations with other people,,,,,,,,,,,,,,,,,
memorable,B2,adjective,memorable,adjective,B1,,,,,,,,,,,,,,,,,,,,
metaphor,B2,noun,metaphor,noun,B2,Education,,,,,,,,,,,,,,,,,,,
miner,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
miserable,B2,adjective,miserable,adjective,B1,,,,,,,,,,,,,,,,,,,,
mode,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
modest,B2,adjective,modest,adjective,B2,,,,,,,,,,,,,,,,,,,,
monster,B2,noun,monster,noun,B1,,,,,,,,,,,,,,,,,,,,
monthly,B2,adjective,monthly,adjective,B1,,,,,,,,,,,,,,,,,,,,
monthly,B2,adjective,monthly,adverb,B1,,,,,,,,,,,,,,,,,,,,
monument,B2,noun,monument,noun,B1,"Things in the town, shops and shopping",,,,,,,,,,,,,,,,,,,
moreover,B2,adverb,moreover,adverb,B1,,,,,,,,,,,,,,,,,,,,
mortgage,B2,noun,mortgage,noun,B2,,,,,,,,,,,,,,,,,,,,
mosque,B2,noun,mosque,noun,A2,,,"House and home, environment",,,,,,,,,,,,,,,,,
motion,B2,noun,motion,noun,B2,,,,,,,,,,,,,,,,,,,,
motivate,B2,verb,motivate,verb,B1,,,,,,,,,,,,,,,,,,,,
motivation,B2,noun,motivation,noun,B1,,,,,,,,,,,,,,,,,,,,
moving,B2,adjective,moving,adjective,B2,,,,,,,,,,,,,,,,,,,,
myth,B2,noun,myth,noun,B1,Books and literature,,"Free time, entertainment",,,,,,,,,,,,,,,,,
naked,B2,adjective,naked,adjective,B1,,,,,,,,,,,,,,,,,,,,
nasty,B2,adjective,nasty,adjective,B1,,,,,,,,,,,,,,,,,,,,
navigation,B2,noun,navigation,noun,B2,,,,,,,,,,,,,,,,,,,,
nearby,B2,"adjective, adverb",nearby,adjective,B1,,,,,,,,,,,,,,,,,,,,
nearby,B2,"adjective, adverb",nearby,adverb,B1,,,,,,,,,,,,,,,,,,,,
necessity,B2,noun,necessity,noun,B2,,,,,,,,,,,,,,,,,,,,
negotiate,B2,verb,negotiate,verb,B1,,,,,,,,,,,,,,,,,,,,
negotiation,B2,noun,negotiation,noun,B1,,,,,,,,,,,,,,,,,,,,
neutral,B2,adjective,neutral,adjective,B1,,,,,,,,,,,,,,,,,,,,
newly,B2,adverb,newly,adverb,B1,,,,,,,,,,,,,,,,,,,,
norm,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
notebook,B2,noun,notebook,noun,A1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
novelist,B2,noun,novelist,noun,B1,Education,,Personal identification,,,,,,,,,,,,,,,,,
nowadays,B2,adverb,nowadays,adverb,A2,,,,,,,,,,,,,,,,,,,,
nursing,B2,adjective,,,,,,,,,,,,,,,,,,,,,,,
nutrition,B2,noun,nutrition,noun,B1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
obesity,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
observer,B2,noun,observer,noun,B2,,,,,,,,,,,,,,,,,,,,
obstacle,B2,noun,obstacle,noun,B1,,,,,,,,,,,,,,,,,,,,
occupation,B2,noun,occupation,noun,A2,,,Personal identification,,,,,,,,,,,,,,,,,
occupy,B2,verb,occupy,verb,B1,,,,,,,,,,,,,,,,,,,,
offender,B2,noun,offender,noun,B2,,,,,,,,,,,,,,,,,,,,
ongoing,B2,adjective,,,,,,,,,,,,,,,,,,,,,,,
openly,B2,adverb,openly,adverb,B2,,,,,,,,,,,,,,,,,,,,
opera,B2,noun,opera,noun,A1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
operator,B2,noun,operator,noun,B2,,,Personal identification,,,,,,,,,,,,,,,,,
optimistic,B2,adjective,optimistic,adjective,B2,,,,,,,,,,,,,,,,,,,,
orchestra,B2,noun,orchestra,noun,B1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
organic,B2,adjective,organic,adjective,B1,,,,,,,,,,,,,,,,,,,,
outfit,B2,noun,outfit,noun,B2,Objects and rooms,,,,,,,,,,,,,,,,,,,
output,B2,noun,output,noun,B2,,,,,,,,,,,,,,,,,,,,
outstanding,B2,adjective,outstanding,adjective,B1,,,,,,,,,,,,,,,,,,,,
overcome,B2,verb,overcome,verb,B1,,,,,,,,,,,,,,,,,,,,
overnight,B2,adverb,overnight,adjective,B1,,,,,,,,,,,,,,,,,,,,
overnight,B2,adverb,overnight,adverb,B1,,,,,,,,,,,,,,,,,,,,
overseas,B2,"adverb, adjective",overseas,adjective,B2,,,,,,,,,,,,,,,,,,,,
overseas,B2,"adverb, adjective",overseas,adverb,A2,,,,,,,,,,,,,,,,,,,,
ownership,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
oxygen,B2,noun,oxygen,noun,B1,Education,,,,,,,,,,,,,,,,,,,
packet,B2,noun,packet,noun,B2,Objects and rooms,,,,,,,,,,,,,,,,,,,
palm,B2,noun,palm,noun,B1,,,Health and body care,,,,,,,,,,,,,,,,,
panic,B2,noun,panic,noun,A2,"News, lifestyles and current affairs",,Health and body care,,,,,,,,,,,,,,,,,
panic,B2,noun,panic,verb,B2,,,,,,,,,,,,,,,,,,,,
parade,B2,noun,parade,noun,B2,,,"Free time, entertainment",,,,,,,,,,,,,,,,,
parallel,B2,"adjective, noun",,,,,,,,,,,,,,,,,,,,,,,
participation,B2,noun,participation,noun,B2,,,,,,,,,,,,,,,,,,,,
partnership,B2,noun,partnership,noun,B2,,,,,,,,,,,,,,,,,,,,
parttime,B2,"adjective, adverb",parttime,adjective,B1,,,,,,,,,,,,,,,,,,,,
parttime,B2,"adjective, adverb",parttime,adverb,B1,,,,,,,,,,,,,,,,,,,,
passionate,B2,adjective,passionate,adjective,B2,,,,,,,,,,,,,,,,,,,,
password,B2,noun,password,noun,B1,,,,,,,,,,,,,,,,,,,,
patience,B2,noun,patience,noun,B1,,,Health and body care,,,,,,,,,,,,,,,,,
pause,B2,"verb, noun",pause,noun,B1,,,,,,,,,,,,,,,,,,,,
pause,B2,"verb, noun",pause,verb,B1,,,,,,,,,,,,,,,,,,,,
peer,B2,noun,peer,noun,B2,,,,,,,,,,,,,,,,,,,,
penalty,B2,noun,penalty,noun,B2,,,,,,,,,,,,,,,,,,,,
perceive,B2,verb,perceive,verb,B2,,,,,,,,,,,,,,,,,,,,
perception,B2,noun,perception,noun,B2,,,,,,,,,,,,,,,,,,,,
permanently,B2,adverb,permanently,adverb,B1,,,,,,,,,,,,,,,,,,,,
pill,B2,noun,pill,noun,A2,Travel and services vocab,,Health and body care,,,,,,,,,,,,,,,,,
pity,B2,noun,pity,noun,A2,,,,,,,,,,,,,,,,,,,,
placement,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
portion,B2,noun,portion,noun,B2,,,,,,,,,,,,,,,,,,,,
potentially,B2,adverb,potentially,adverb,B2,,,,,,,,,,,,,,,,,,,,
precede,B2,verb,precede,verb,B2,,,,,,,,,,,,,,,,,,,,
precious,B2,adjective,precious,adjective,B1,,,,,,,,,,,,,,,,,,,,
precise,B2,adjective,precise,adjective,A2,,,,,,,,,,,,,,,,,,,,
precisely,B2,adverb,precisely,adverb,B2,,,,,,,,,,,,,,,,,,,,
predictable,B2,adjective,predictable,adjective,B2,,,,,,,,,,,,,,,,,,,,
preference,B2,noun,preference,noun,B1,Personal information,,Personal identification,,,,,,,,,,,,,,,,,
pride,B2,noun,pride,noun,A2,,,,,,,,,,,,,,,,,,,,
primarily,B2,adverb,primarily,adverb,B1,,,,,,,,,,,,,,,,,,,,
principal,B2,adjective,principal,adjective,A2,,,,,,,,,,,,,,,,,,,,
principal,B2,adjective,principal,noun,B2,,,,,,,,,,,,,,,,,,,,
prior,B2,adjective,prior,adjective,B2,,,,,,,,,,,,,,,,,,,,
probability,B2,noun,probability,noun,B1,,,,,,,,,,,,,,,,,,,,
probable,B2,adjective,probable,adjective,B2,,,,,,,,,,,,,,,,,,,,
proceed,B2,verb,proceed,verb,B1,,,,,,,,,,,,,,,,,,,,
programming,B2,noun,programming,noun,B2,Work and Jobs,,,,,,,,,,,,,,,,,,,
progressive,B2,adjective,progressive,adjective,A2,,,,,,,,,,,,,,,,,,,,
prohibit,B2,verb,prohibit,verb,B2,,,,,,,,,,,,,,,,,,,,
promising,B2,adjective,,,,,,,,,,,,,,,,,,,,,,,
promotion,B2,noun,promotion,noun,B1,Work and Jobs,,,,,,,,,,,,,,,,,,,
prompt,B2,verb,prompt,adjective,B2,,,,,,,,,,,,,,,,,,,,
prompt,B2,verb,prompt,noun,B2,,,,,,,,,,,,,,,,,,,,
prompt,B2,verb,prompt,verb,B2,,,,,,,,,,,,,,,,,,,,
proportion,B2,noun,proportion,noun,B1,,,,,,,,,,,,,,,,,,,,
protein,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
protester,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
psychological,B2,adjective,psychological,adjective,B1,,,,,,,,,,,,,,,,,,,,
publicity,B2,noun,publicity,noun,B2,,,,,,,,,,,,,,,,,,,,
publishing,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
punk,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
purely,B2,adverb,,,,,,,,,,,,,,,,,,,,,,,
pursuit,B2,noun,pursuit,noun,B2,,,,,,,,,,,,,,,,,,,,
puzzle,B2,noun,puzzle,noun,B1,,,"Free time, entertainment",puzzle,verb,C1,,,,,,,,,,,,,,
questionnaire,B2,noun,questionnaire,noun,B1,,,,,,,,,,,,,,,,,,,,
racial,B2,adjective,racial,adjective,B1,,,,,,,,,,,,,,,,,,,,
racism,B2,noun,racism,noun,B2,,,,,,,,,,,,,,,,,,,,
racist,B2,"adjective, noun",racist,noun,B2,"News, lifestyles and current affairs",,Personal identification,,,,,,,,,,,,,,,,,
radiation,B2,noun,radiation,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
rail,B2,noun,rail,noun,B1,Ways of travelling,,Travel,,,,,,,,,,,,,,,,,
random,B2,adjective,,,,,,,,,,,,,,,,,,,,,,,
rat,B2,noun,rat,noun,A1,,,,,,,,,,,,,,,,,,,,
rating,B2,noun,rating,noun,A2,,,,,,,,,,,,,,,,,,,,
reasonably,B2,adverb,reasonably,adverb,B2,,,,,,,,,,,,,,,,,,,,
rebuild,B2,verb,rebuild,verb,B1,,,,,,,,,,,,,,,,,,,,
receiver,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
recession,B2,noun,recession,noun,B2,,,,,,,,,,,,,,,,,,,,
reckon,B2,verb,reckon,verb,B2,,,,,,,,,,,,,,,,,,,,
recognition,B2,noun,recognition,noun,B2,,,,,,,,,,,,,,,,,,,,
recovery,B2,noun,recovery,noun,B1,,,,,,,,,,,,,,,,,,,,
recruit,B2,"verb, noun",recruit,verb,B2,,,,,,,,,,,,,,,,,,,,
recruitment,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
referee,B2,noun,referee,noun,B1,Hobbies and pastimes,,,,,,,,,,,,,,,,,,,
refugee,B2,noun,refugee,noun,B2,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
registration,B2,noun,registration,noun,B1,,,,,,,,,,,,,,,,,,,,
regulate,B2,verb,regulate,verb,B2,,,,,,,,,,,,,,,,,,,,
reinforce,B2,verb,reinforce,verb,B2,,,,,,,,,,,,,,,,,,,,
relieve,B2,verb,relieve,verb,B2,,,,,,,,,,,,,,,,,,,,
relieved,B2,adjective,relieved,adjective,B2,,,,,,,,,,,,,,,,,,,,
remarkable,B2,adjective,remarkable,adjective,B1,,,,,,,,,,,,,,,,,,,,
remarkably,B2,adverb,remarkably,adverb,B2,,,,,,,,,,,,,,,,,,,,
reporting,B2,noun,,,,,,,,,,,,,,,,,,,,,,,
resign,B2,verb,resign,verb,B2,,,,,,,,,,,,,,,,,,,,
resolution,B2,noun,resolution,noun,B2,,,,,,,,,,,,,,,,,,,,
restore,B2,verb,restore,verb,B1,,,,,,,,,,,,,,,,,,,,
restrict,B2,verb,restrict,verb,B1,,,,,,,,,,,,,,,,,,,,
restriction,B2,noun,restriction,noun,B2,,,,,,,,,,,,,,,,,,,,
retail,B2,noun,retail,noun,B1,,,,,,,,,,,,,,,,,,,,
retirement,B2,noun,retirement,noun,B2,Work and Jobs,,,,,,,,,,,,,,,,,,,
revenue,B2,noun,revenue,noun,B2,,,,,,,,,,,,,,,,,,,,
revision,B2,noun,revision,noun,B1,,,,,,,,,,,,,,,,,,,,
ridiculous,B2,adjective,ridiculous,adjective,B1,,,,,,,,,,,,,,,,,,,,
risky,B2,adjective,risky,adjective,B2,,,,,,,,,,,,,,,,,,,,
rival,B2,"noun, adjective",rival,noun,B2,,,Personal identification,,,,,,,,,,,,,,,,,
rob,B2,verb,rob,verb,A2,,,,,,,,,,,,,,,,,,,,
robbery,B2,noun,robbery,noun,A2,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
rocket,B2,noun,rocket,noun,B2,,,,,,,,,,,,,,,,,,,,
romance,B2,noun,romance,noun,A2,,,,,,,,,,,,,,,,,,,,
rose,B2,noun,rose,noun,A1,,,,,,,,,,,,,,,,,,,,
roughly,B2,adverb,roughly,adverb,A2,,,,,,,,,,,,,,,,,,,,
ruin,B2,"verb, noun",ruin,noun,B1,,,"House and home, environment",,,,,,,,,,,,,,,,,
ruin,B2,"verb, noun",ruin,verb,A2,,,,,,,,,,,,,,,,,,,,
satisfaction,B2,noun,satisfaction,noun,B1,,,,,,,,,,,,,,,,,,,,
scandal,B2,noun,scandal,noun,B2,Media,,,,,,,,,,,,,,,,,,,
scare,B2,"verb, noun",scare,verb,B1,,,,,,,,,,,,,,,,,,,,
scenario,B2,noun,,,,,,,scenario,noun,C1,,,,,,,,,,,,,,
