word,level,pos
credit,B2,verb
crew,B2,noun
crisis,B2,noun
criterion,B2,noun
critic,B2,noun
critical,B2,adjective
criticism,B2,noun
criticize,B2,verb
crop,B2,noun
crucial,B2,adjective
cry,B2,noun
cure,B2,"verb, noun"
current,B2,noun
curve,B2,"noun, verb"
curved,B2,adjective
date,B2,verb
debate,B2,"noun, verb"
debt,B2,noun
decent,B2,adjective
declare,B2,verb
decline,B2,"verb, noun"
decoration,B2,noun
decrease,B2,"verb, noun"
deeply,B2,adverb
defeat,B2,"verb, noun"
defence,B2,noun
defend,B2,verb
delay,B2,"verb, noun"
deliberate,B2,adjective
deliberately,B2,adverb
delight,B2,"verb, noun"
delighted,B2,adjective
delivery,B2,noun
demand,B2,"noun, verb"
demonstrate,B2,verb
deny,B2,verb
depressed,B2,adjective
depressing,B2,adjective
depth,B2,noun
desert,B2,verb
deserve,B2,verb
desire,B2,"noun, verb"
desperate,B2,adjective
detail,B2,verb
detailed,B2,adjective
detect,B2,verb
dig,B2,verb
disc,B2,noun
discipline,B2,noun
discount,B2,verb
dishonest,B2,adjective
dismiss,B2,verb
display,B2,"verb, noun"
distribute,B2,verb
distribution,B2,noun
district,B2,noun
divide,B2,noun
division,B2,noun
document,B2,verb
domestic,B2,adjective
dominate,B2,verb
downwards,B2,adverb
dozen,B2,"noun, determiner"
draft,B2,"noun, verb"
drag,B2,verb
dramatic,B2,adjective
edit,B2,verb
edition,B2,noun
efficient,B2,adjective
elderly,B2,adjective
elect,B2,verb
elsewhere,B2,adverb
emerge,B2,verb
emotional,B2,adjective
emphasis,B2,noun
emphasize,B2,verb
enable,B2,verb
encounter,B2,"verb, noun"
engage,B2,verb
enhance,B2,verb
enquiry,B2,noun
ensure,B2,verb
enthusiasm,B2,noun
enthusiastic,B2,adjective
entire,B2,adjective
entirely,B2,adverb
equal,B2,noun
establish,B2,verb
estate,B2,noun
estimate,B2,"verb, noun"
ethical,B2,adjective
evaluate,B2,verb
even,B2,adjective
evil,B2,"adjective, noun"
examination,B2,noun
excuse,B2,"noun, verb"
executive,B2,"noun, adjective"
existence,B2,noun
expectation,B2,noun
expense,B2,noun
exploration,B2,noun
expose,B2,verb
extend,B2,verb
extent,B2,noun
external,B2,adjective
extraordinary,B2,adjective
extreme,B2,noun
facility,B2,noun
failure,B2,noun
faith,B2,noun
fault,B2,noun
favour,B2,verb
feather,B2,noun
fee,B2,noun
feed,B2,noun
feedback,B2,noun
feel,B2,noun
fellow,B2,adjective
figure,B2,verb
file,B2,verb
finance,B2,"noun, verb"
finding,B2,noun
firm,B2,noun
fix,B2,noun
flame,B2,noun
flash,B2,"noun, verb"
flexible,B2,adjective
float,B2,verb
fold,B2,noun
folding,B2,adjective
following,B2,preposition
forgive,B2,verb
former,B2,adjective
fortune,B2,noun
forward,B2,adjective
found,B2,verb
free,B2,verb
freedom,B2,noun
frequency,B2,noun
fuel,B2,verb
fully,B2,adverb
function,B2,verb
fund,B2,"noun, verb"
fundamental,B2,adjective
funding,B2,noun
furthermore,B2,adverb
gain,B2,"verb, noun"
gang,B2,noun
generate,B2,verb
genre,B2,noun
govern,B2,verb
grab,B2,verb
grade,B2,verb
gradually,B2,adverb
grand,B2,adjective
grant,B2,"verb, noun"
guarantee,B2,"verb, noun"
handle,B2,"verb, noun"
harm,B2,"noun, verb"
harmful,B2,adjective
hearing,B2,noun
heaven,B2,noun
heel,B2,noun
hell,B2,noun
hesitate,B2,verb
high,B2,noun
hire,B2,noun
hold,B2,noun
hollow,B2,adjective
holy,B2,adjective
honour,B2,"noun, verb"
host,B2,verb
house,B2,verb
household,B2,noun
housing,B2,noun
humorous,B2,adjective
humour,B2,noun
hunt,B2,noun
hunting,B2,noun
hurt,B2,noun
ideal,B2,noun
illustrate,B2,verb
illustration,B2,noun
imagination,B2,noun
impatient,B2,adjective
imply,B2,verb
impose,B2,verb
impress,B2,verb
impressed,B2,adjective
inch,B2,noun
incident,B2,noun
income,B2,noun
increasingly,B2,adverb
industrial,B2,adjective
infection,B2,noun
inform,B2,verb
initial,B2,adjective
initially,B2,adverb
initiative,B2,noun
inner,B2,adjective
insight,B2,noun
insist,B2,verb
inspire,B2,verb
install,B2,verb
instance,B2,noun
institute,B2,noun
institution,B2,noun
insurance,B2,noun
intended,B2,adjective
intense,B2,adjective
internal,B2,adjective
interpret,B2,verb
interrupt,B2,verb
investigation,B2,noun
investment,B2,noun
issue,B2,verb
joy,B2,noun
judgement,B2,noun
junior,B2,adjective
justice,B2,noun
justify,B2,verb
labour,B2,noun
landscape,B2,noun
largely,B2,adverb
latest,B2,noun
launch,B2,"verb, noun"
leadership,B2,noun
league,B2,noun
lean,B2,verb
leave,B2,noun
level,B2,verb
licence,B2,noun
limited,B2,adjective
line,B2,verb
lively,B2,adjective
load,B2,"noun, verb"
loan,B2,noun
logical,B2,adjective
long-term,B2,"adjective, adverb"
loose,B2,adjective
lord,B2,noun
low,B2,noun
lower,B2,verb
lung,B2,noun
maintain,B2,verb
majority,B2,noun
make,B2,noun
map,B2,verb
mass,B2,"noun, adjective"
massive,B2,adjective
master,B2,"noun, verb"
matching,B2,adjective
material,B2,adjective
maximum,B2,"adjective, noun"
means,B2,noun
measurement,B2,noun
medium,B2,noun
melt,B2,verb
military,B2,"adjective, noun"
mineral,B2,noun
minimum,B2,"adjective, noun"
minister,B2,noun
minor,B2,adjective
minority,B2,noun
mission,B2,noun
mistake,B2,verb
mixed,B2,adjective
model,B2,verb
modify,B2,verb
monitor,B2,"noun, verb"
moral,B2,"adjective, noun"
motor,B2,"noun, adjective"
mount,B2,verb
multiple,B2,adjective
multiply,B2,verb
mysterious,B2,adjective
narrow,B2,verb
national,B2,noun
neat,B2,adjective
negative,B2,noun
nerve,B2,noun
nevertheless,B2,adverb
nightmare,B2,noun
notion,B2,noun
numerous,B2,adjective
obey,B2,verb
object,B2,verb
objective,B2,"noun, adjective"
obligation,B2,noun
observation,B2,noun
observe,B2,verb
obtain,B2,verb
occasionally,B2,adverb
offence,B2,noun
offend,B2,verb
offensive,B2,adjective
official,B2,noun
opening,B2,noun
operate,B2,verb
opponent,B2,noun
oppose,B2,verb
opposed,B2,adjective
opposition,B2,noun
organ,B2,noun
origin,B2,noun
otherwise,B2,adverb
outcome,B2,noun
outer,B2,adjective
outline,B2,"noun, verb"
overall,B2,"adjective, adverb"
owe,B2,verb
pace,B2,"noun, verb"
package,B2,verb
panel,B2,noun
parliament,B2,noun
participant,B2,noun
partly,B2,adverb
passage,B2,noun
patient,B2,adjective
1,B2,noun
permanent,B2,adjective
permit,B2,"verb, noun"
perspective,B2,noun
phase,B2,noun
phenomenon,B2,noun
philosophy,B2,noun
pick,B2,noun
picture,B2,verb
pile,B2,"noun, verb"
pitch,B2,noun
plain,B2,adjective
plot,B2,verb
1,B2,"adjective, noun, conjunction"
pointed,B2,adjective
popularity,B2,noun
pose,B2,verb
position,B2,verb
positive,B2,noun
possess,B2,verb
potential,B2,"adjective, noun"
power,B2,verb
praise,B2,"noun, verb"
pregnant,B2,adjective
preparation,B2,noun
presence,B2,noun
preserve,B2,verb
price,B2,verb
prime,B2,adjective
principle,B2,noun
print,B2,noun
priority,B2,noun
privacy,B2,noun
procedure,B2,noun
process,B2,verb
produce,B2,noun
professional,B2,noun
progress,B2,verb
project,B2,verb
proof,B2,noun
proposal,B2,noun
propose,B2,verb
prospect,B2,noun
protection,B2,noun
psychologist,B2,noun
psychology,B2,noun
publication,B2,noun
pupil,B2,noun
purchase,B2,"noun, verb"
pure,B2,adjective
pursue,B2,verb
range,B2,verb
rank,B2,"noun, verb"
rapid,B2,adjective
rapidly,B2,adverb
rate,B2,verb
raw,B2,adjective
reach,B2,noun
realistic,B2,adjective
reasonable,B2,adjective
recall,B2,verb
recover,B2,verb
reduction,B2,noun
regard,B2,"verb, noun"
regional,B2,adjective
register,B2,"verb, noun"
regret,B2,"verb, noun"
regulation,B2,noun
relatively,B2,adverb
relevant,B2,adjective
relief,B2,noun
rely,B2,verb
remark,B2,"noun, verb"
representative,B2,"noun, adjective"
reputation,B2,noun
requirement,B2,noun
rescue,B2,"verb, noun"
reserve,B2,"noun, verb"
resident,B2,"noun, adjective"
resist,B2,verb
resolve,B2,verb
resort,B2,noun
retain,B2,verb
reveal,B2,verb
revolution,B2,noun
reward,B2,"noun, verb"
rhythm,B2,noun
rid,B2,verb
root,B2,noun
round,B2,noun
routine,B2,adjective
rub,B2,verb
rubber,B2,"noun, adjective"
rural,B2,adjective
rush,B2,"verb, noun"
sample,B2,verb
satellite,B2,noun
satisfied,B2,adjective
satisfy,B2,verb
saving,B2,noun
scale,B2,noun
schedule,B2,verb
scheme,B2,noun
scream,B2,"verb, noun"
screen,B2,verb
seat,B2,verb
sector,B2,noun
secure,B2,"verb, adjective"
seek,B2,verb
select,B2,verb
selection,B2,noun
self,B2,noun
senior,B2,adjective
sense,B2,verb
sensitive,B2,adjective
sentence,B2,verb
sequence,B2,noun
session,B2,noun
settle,B2,verb
severe,B2,adjective
shade,B2,noun
shadow,B2,noun
shallow,B2,adjective
shame,B2,noun
shape,B2,verb
shelter,B2,"noun, verb"
shift,B2,verb
ship,B2,verb
shock,B2,"noun, verb"
shocked,B2,adjective
shooting,B2,noun
shot,B2,noun
significant,B2,adjective
significantly,B2,adverb
silence,B2,noun
silk,B2,noun
sincere,B2,adjective
slave,B2,noun
slide,B2,"verb, noun"
slight,B2,adjective
slip,B2,verb
slope,B2,"noun, verb"
solar,B2,adjective
somewhat,B2,adverb
soul,B2,noun
specialist,B2,"noun, adjective"
species,B2,noun
speed,B2,verb
spiritual,B2,adjective
split,B2,"verb, noun"
sponsor,B2,"verb, noun"
spot,B2,verb
spread,B2,noun
stable,B2,adjective
stage,B2,verb
stand,B2,noun
stare,B2,verb
status,B2,noun
steady,B2,adjective
steel,B2,noun
steep,B2,adjective
step,B2,verb
sticky,B2,adjective
stiff,B2,adjective
stock,B2,noun
stream,B2,noun
stretch,B2,"verb, noun"
strict,B2,adjective
strike,B2,"verb, noun"
structure,B2,verb
struggle,B2,"verb, noun"
stuff,B2,verb
subject,B2,adjective
submit,B2,verb
sum,B2,"noun, verb"
surgery,B2,noun
surround,B2,verb
surrounding,B2,adjective
survey,B2,verb
suspect,B2,"verb, noun"
swear,B2,verb
sweep,B2,verb
switch,B2,noun
sympathy,B2,noun
tale,B2,noun
tank,B2,noun
target,B2,verb
1,B2,"verb, noun"
2,B2,noun
temporary,B2,adjective
term,B2,verb
therapy,B2,noun
threat,B2,noun
threaten,B2,verb
thus,B2,adverb
time,B2,verb
title,B2,verb
tone,B2,noun
tough,B2,adjective
track,B2,verb
transfer,B2,"verb, noun"
transform,B2,verb
transition,B2,noun
trial,B2,noun
trip,B2,verb
tropical,B2,adjective
trouble,B2,verb
truly,B2,adverb
trust,B2,"noun, verb"
try,B2,noun
tune,B2,noun
tunnel,B2,noun
ultimately,B2,adverb
unconscious,B2,adjective
unexpected,B2,adjective
unique,B2,adjective
universe,B2,noun
unknown,B2,adjective
upper,B2,adjective
upwards,B2,adverb
urban,B2,adjective
urge,B2,verb
value,B2,verb
vary,B2,verb
vast,B2,adjective
venue,B2,noun
very,B2,adjective
via,B2,preposition
victory,B2,noun
violence,B2,noun
virtual,B2,adjective
vision,B2,noun
visual,B2,adjective
vital,B2,adjective
vitamin,B2,noun
volume,B2,noun
wage,B2,noun
way,B2,adverb
weakness,B2,noun
wealth,B2,noun
wealthy,B2,adjective
whereas,B2,conjunction
wherever,B2,conjunction
whisper,B2,"verb, noun"
whom,B2,pronoun
widely,B2,adverb
wildlife,B2,noun
willing,B2,adjective
2,B2,verb
wire,B2,noun
wise,B2,adjective
witness,B2,"noun, verb"
worse,B2,noun
worst,B2,noun
worth,B2,noun
wound,B2,"noun, verb"
wrap,B2,verb
wrong,B2,noun
yet,B2,conjunction
zone,B2,noun
absorb,B2,verb
abstract,B2,adjective
accent,B2,noun
accidentally,B2,adverb
accommodate,B2,verb
accomplish,B2,verb
accountant,B2,noun
accuracy,B2,noun
accurately,B2,adverb
acid,B2,noun
activate,B2,verb
addiction,B2,noun
additionally,B2,adverb
adequate,B2,adjective
adequately,B2,adverb
adjust,B2,verb
affordable,B2,adjective
agriculture,B2,noun
AIDS,B2,noun
alien,B2,noun
alongside,B2,preposition
altogether,B2,adverb
ambulance,B2,noun
amusing,B2,adjective
analyst,B2,noun
ancestor,B2,noun
animation,B2,noun
annually,B2,adverb
anticipate,B2,verb
anxiety,B2,noun
apology,B2,noun
applicant,B2,noun
appropriately,B2,adverb
arrow,B2,noun
artwork,B2,noun
aside,B2,adverb
asset,B2,noun
assign,B2,verb
assistance,B2,noun
assumption,B2,noun
assure,B2,verb
astonishing,B2,adjective
attachment,B2,noun
auction,B2,noun
audio,B2,adjective
automatic,B2,adjective
automatically,B2,adverb
awareness,B2,noun
awkward,B2,adjective
badge,B2,noun
balanced,B2,adjective
ballet,B2,noun
balloon,B2,noun
barely,B2,adverb
bargain,B2,noun
basement,B2,noun
basket,B2,noun
bat,B2,noun
beneficial,B2,adjective
beside,B2,preposition
besides,B2,"preposition, adverb"
bias,B2,noun
bid,B2,"noun, verb"
biological,B2,adjective
blanket,B2,noun
blow,B2,noun
bold,B2,adjective
bombing,B2,noun
booking,B2,noun
boost,B2,"verb, noun"
bound,B2,adjective
brick,B2,noun
briefly,B2,adverb
broadcaster,B2,noun
broadly,B2,adverb
bug,B2,noun
cabin,B2,noun
canal,B2,noun
candle,B2,noun
carbon,B2,noun
casual,B2,adjective
cave,B2,noun
certainty,B2,noun
certificate,B2,noun
challenging,B2,adjective
championship,B2,noun
charming,B2,adjective
chase,B2,"verb, noun"
cheek,B2,noun
cheer,B2,"verb, noun"
choir,B2,noun
chop,B2,verb
circuit,B2,noun
civilization,B2,noun
clarify,B2,verb
classify,B2,verb
clerk,B2,noun
cliff,B2,noun
clinic,B2,noun
clip,B2,noun
coincidence,B2,noun
collector,B2,noun
colony,B2,noun
colourful,B2,adjective
comic,B2,"adjective, noun"
commander,B2,noun
comparative,B2,adjective
completion,B2,noun
compose,B2,verb
composer,B2,noun
compound,B2,noun
comprehensive,B2,adjective
comprise,B2,verb
compulsory,B2,adjective
concrete,B2,"adjective, noun"
confess,B2,verb
confusion,B2,noun
consequently,B2,adverb
conservation,B2,noun
considerable,B2,adjective
considerably,B2,adverb
consistently,B2,adverb
conspiracy,B2,noun
consult,B2,verb
consultant,B2,noun
consumption,B2,noun
controversial,B2,adjective
controversy,B2,noun
convenience,B2,noun
convention,B2,noun
conventional,B2,adjective
convey,B2,verb
convincing,B2,adjective
cope,B2,verb
corporation,B2,noun
corridor,B2,noun
counter,B2,noun
coverage,B2,noun
crack,B2,"verb, noun"
craft,B2,noun
creativity,B2,noun
critically,B2,adverb
cruise,B2,"noun, verb"
cue,B2,noun
curious,B2,adjective
curriculum,B2,noun
cute,B2,adjective
dairy,B2,"noun, adjective"
dare,B2,verb
darkness,B2,noun
database,B2,noun
deadline,B2,noun
deadly,B2,adjective
dealer,B2,noun
deck,B2,noun
defender,B2,noun
delete,B2,verb
democracy,B2,noun
democratic,B2,adjective
demonstration,B2,noun
depart,B2,verb
dependent,B2,adjective
deposit,B2,noun
depression,B2,noun
derive,B2,verb
desperately,B2,adverb
destruction,B2,noun
determination,B2,noun
devote,B2,verb
differ,B2,verb
disability,B2,noun
disabled,B2,adjective
disagreement,B2,noun
disappoint,B2,verb
disappointment,B2,noun
discourage,B2,verb
disorder,B2,noun
distant,B2,adjective
distinct,B2,adjective
distinguish,B2,verb
distract,B2,verb
disturb,B2,verb
dive,B2,"verb, noun"
diverse,B2,adjective
diversity,B2,noun
divorce,B2,"noun, verb"
dominant,B2,adjective
donation,B2,noun
dot,B2,noun
downtown,B2,"noun, adjective, adverb"
dramatically,B2,adverb
drought,B2,noun
dull,B2,adjective
dump,B2,verb
duration,B2,noun
dynamic,B2,adjective
economics,B2,noun
economist,B2,noun
editorial,B2,adjective
efficiently,B2,adverb
elbow,B2,noun
electronics,B2,noun
elegant,B2,adjective
elementary,B2,adjective
eliminate,B2,verb
embrace,B2,verb
emission,B2,noun
emotionally,B2,adverb
empire,B2,noun
enjoyable,B2,adjective
entertaining,B2,adjective
entrepreneur,B2,noun
envelope,B2,noun
equip,B2,verb
equivalent,B2,"noun, adjective"
era,B2,noun
erupt,B2,verb
essentially,B2,adverb
ethic,B2,noun
ethnic,B2,adjective
evaluation,B2,noun
evident,B2,adjective
evolution,B2,noun
evolve,B2,verb
exceed,B2,verb
exception,B2,noun
excessive,B2,adjective
exclude,B2,verb
exhibit,B2,"verb, noun"
